"funs","pkgs","relative_paths","absolute_paths"
"library","base","2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"library","base","2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"library","base","2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"library","base","2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"font_add_google","sysfonts","2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"font_add_google","sysfonts","2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"showtext_auto","showtext","2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"read_csv","readr","2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"read_csv","readr","2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"pivot_longer","tidyr","2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"pivot_longer","tidyr","2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"full_join","dplyr","2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"c","base","2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"mutate","dplyr","2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"drop_na","tidyr","2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"group_by","dplyr","2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"slice_max","dplyr","2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"map_data","ggplot","2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"sort","base","2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"unique","base","2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"sort","base","2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"unique","base","2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"mutate","dplyr","2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"recode","dplyr","2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"ungroup","dplyr","2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"left_join","dplyr","2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"c","base","2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"filter","dplyr","2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"gg_record","camcorder","2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"file.path","base","2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"ggplot","ggplot","2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"aes","ggplot","2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"log10","base","2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"geom_map","ggplot","2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"scale_y_continuous","ggplot","2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"c","base","2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"scale_fill_gradientn","ggplot","2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"met.brewer","MetBrewer","2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"c","base","2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"c","base","2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"c","base","2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"facet_wrap","ggplot","2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"labs","ggplot","2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"str_wrap_break","(unknown)","2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"guides","ggplot","2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"guide_colourbar","ggplot","2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"theme_void","ggplot","2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"theme","ggplot","2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"element_rect","ggplot","2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"element_rect","ggplot","2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"element_text","ggplot","2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"margin","ggplot","2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"element_rect","ggplot","2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"c","base","2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"element_text","ggplot","2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"element_text","ggplot","2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"element_text","ggplot","2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"unit","ggplot","2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"unit","ggplot","2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"c","base","2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"element_blank","ggplot","2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"margin","ggplot","2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"gg_playback","camcorder","2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"file.path","base","2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"library","base","2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"library","base","2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"library","base","2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"library","base","2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"library","base","2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"library","base","2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"library","base","2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"library","base","2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"library","base","2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"font_add_google","sysfonts","2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"font_add_google","sysfonts","2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"showtext_auto","showtext","2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"read_csv","readr","2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"read_csv","readr","2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"select","dplyr","2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"group_by","dplyr","2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"mutate","dplyr","2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"mean","terra","2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"distinct","dplyr","2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"ungroup","dplyr","2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"select","dplyr","2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"drop_na","tidyr","2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"st_as_sf","sf","2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"map","maps","2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"subset","terra","2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"grepl","base","2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"st_bbox","sf","2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"owin","(unknown)","2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"c","base","2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"c","base","2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"ppp","(unknown)","2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"idw","(unknown)","2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"as.data.frame.im","(unknown)","2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"as_tibble","dplyr","2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"rast","terra","2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"crop","terra","2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"vect","terra","2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"mask","terra","2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"vect","terra","2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"separate","tidyr","2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"c","base","2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"filter","dplyr","2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"select","dplyr","2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"distinct","dplyr","2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"gg_record","camcorder","2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"file.path","base","2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"ggplot","ggplot","2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"geom_spatraster","(unknown)","2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"geom_point","ggplot","2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"aes","ggplot","2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"geom_sf","ggplot","2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"scale_fill_viridis_c","ggplot","2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"c","base","2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"c","base","2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"c","base","2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"annotate","ggplot","2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"str_wrap","stringr","2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"coord_sf","ggplot","2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"c","base","2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"facet_wrap","ggplot","2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"labs","ggplot","2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"str_wrap_break","(unknown)","2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"guides","ggplot","2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"guide_colourbar","ggplot","2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"theme_void","ggplot","2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"theme","ggplot","2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"element_rect","ggplot","2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"element_rect","ggplot","2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"element_text","ggplot","2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"margin","ggplot","2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"element_rect","ggplot","2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"c","base","2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"element_text","ggplot","2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"element_text","ggplot","2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"unit","ggplot","2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"unit","ggplot","2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"c","base","2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"element_blank","ggplot","2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"margin","ggplot","2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"gg_playback","camcorder","2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"file.path","base","2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"library","base","2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"library","base","2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"library","base","2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"library","base","2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"font_add_google","sysfonts","2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"showtext_auto","showtext","2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"read_csv","readr","2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"select","dplyr","2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"group_by","dplyr","2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"summarise","dplyr","2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"mean","base","2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"gg_record","camcorder","2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"file.path","base","2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"ggplot","ggplot","2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"geom_rect","ggplot","2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"data.frame","base","2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"aes","ggplot","2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"geom_rect","ggplot","2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"aes","ggplot","2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"sqrt","base","2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"sqrt","base","2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"sqrt","base","2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"sqrt","base","2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"geom_text","ggplot","2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"aes","ggplot","2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"paste0","base","2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"round","base","2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"facet_wrap","ggplot","2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"scale_x_continuous","ggplot","2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"c","base","2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"scale_y_continuous","ggplot","2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"c","base","2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"coord_cartesian","ggplot","2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"labs","ggplot","2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"str_wrap","stringr","2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"theme","ggplot","2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"element_rect","ggplot","2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"element_rect","ggplot","2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"element_rect","ggplot","2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"unit","ggplot","2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"element_text","ggplot","2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"element_text","ggplot","2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"margin","ggplot","2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"element_text","ggplot","2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"element_text","ggplot","2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"margin","ggplot","2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"element_blank","ggplot","2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"element_blank","ggplot","2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"element_blank","ggplot","2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"element_blank","ggplot","2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"margin","ggplot","2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"gg_playback","camcorder","2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"file.path","base","2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"select","dplyr","2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
